datedd|OPERATOR_NAME|COUNTRY_NAME|numuser|active_user|trafficmb|session|duration_s|s5s8_create_session_success_rate|s6a_loc_update_success_rate|dl_retransmitted_packet_rate|ul_retransmitted_packet_rate|internal_Latency|external_latency
2024-12-13|AT&T (Cingular, Genesis , Bell South)--United States of America(310)|United States of America(310)|5|1|513.6346015930176|309|9992.548000000004|91.3907284768212|||||
2024-12-13|Kyivstar--Ukraine|Ukraine|64|1|17.874126434326172|2472|2971.999999999998|87.97606093579978|100.0||||
2024-12-13|Telecom New Zealand Limited|New Zealand|1006|180|570091.3264846802|273445|7922787.400000003|90.79735591819872|100.0||||
2024-12-13|Elisa (Radiolinja)(FINLAND)--Finland|Finland|7|0||22||57.14285714285714|||||
2024-12-13|Telenor (Pannon)--Hungary|Hungary|329|33|126310.12669849396|15334|759522.2000000002|69.1131498470948|100.0||||
2024-12-13|Vodafone/Mobifon (Connex)--Romania|Romania|227|19|15264.638083457949|10975|474524.2259999999|48.88705688375927|100.0||||
2024-12-13|TeliaSonera--Finland|Finland|319|83|147653.17380428314|1190068|2802527.2690000003|99.93367013781489|100.0||||
2024-12-13|Vodafone (Tamil Nadu)--India(404)|India (404)|3|1|0.2113037109375|16|160.70100000000002|100.0|100.0||||
2024-12-13|Otecel S.A|Ecuador|23|6|40972.11553096771|28336|842489.9970000007|57.81818181818181|100.0||||
2024-12-13|Globetel--Philippines|Philippines|7324|820|3886982.656274796|3134106|51326567.2180001|72.92022485889765|100.0||||
2024-12-13|Airtel (Mumbai)--India(404)|India (404)|645|185|364154.3795385361|33637|5609313.310000001|82.55924701663959|100.0||||
2024-12-13|Telefonica O2 (CellNet)--United Kingdom|United Kingdom(234)|276|139|88627.14049339294|16960|1397719.551|98.36712722052754|88.21989528795811||||
2024-12-13|Tele2 (Baltcom)--Latvia|Latvia|12|2|1468.3530282974243|742|51619.418|91.30434782608695|||||
2024-12-13|Orange(SWITZERLAND)--Switzerland|Switzerland|560|163|973611.9180784224|594838|13562070.142000051|1.409638660347774|99.86113162948736||||
2024-12-13|KDDI Corporation -- au|Japan(440)|21277|2232|4741906.462451935|1418926|57579841.38400005|87.89639278038169|99.9866116255718||||
2024-12-13|MIC 1 Alfa--Lebanon|Lebanon|794|3|216.55735874176025|714054|5696.673|1.6831199183170535|99.93431424067262||||
2024-12-13|Orange Tunisie SA|Tunisia|37|2|838.0296974182129|5603|9834.075|0.268480400930732|100.0||||
2024-12-13|Swisscom Schweiz AG -- Swisscom|Liechtenstein (Principality of)|7|3|6271.881643295288|285|61803.82|95.26627218934912|100.0||||
2024-12-13|Celcom--Malaysia|Malaysia|18539|7202|11941453.241727827|858293|131319134.802|88.68936680945735|99.92054128241554||||
2024-12-13|Bharti Airtel Ltd. Bihar|India(405)|128|53|174602.63686943054|23747|2168088.327|92.65565699046056|100.0||||
2024-12-13|MTS(BELARUS)--Belarus|Belarus|64|2|1755.660104751587|50628|21117.866000000005|0.3667749715948731|99.74597798475868||||
2024-12-13|TOT Public Company Limited -- dtac-T / LINE / TOT Mobile|Thailand|9|3|1933.520460128784|78|21714.683||100.0||||
2024-12-13|HI3G--Sweden|Sweden|13|3|2428.2370262146|264|51872.472000000016|94.23076923076924|||||
2024-12-13|Soft Bank (Vodafone KK)--Japan|Japan(440)|32249|3859|9270011.736886024|81577956|114893932.85099997|94.71327183373543|99.9757520333652||||
2024-12-13|H3G(ITALY)--Italy|Italy|1|0||1|||||||
2024-12-13|Free Mobile--France||3|1|0.1328048706054687|13|174.204||100.0||||
2024-12-13|New Millenium Telecom Services (NMTS)|Aruba|1|0||5||100.0|||||
2024-12-13|Al-Wataniya--Kuwait|Kuwait|910|30|93920.50204467772|1002355|1549541.1530000004|0.4392898333236851|100.0||||
2024-12-13|Orange (Voxtel)--Moldova (Republic of)|Moldova (Republic of)|9|0||237||59.25925925925925|100.0||||
2024-12-13|A1 Austria Telekom (Mobilkom)--Austria|Austria|63|20|34064.08461475372|3324|588266.2289999998|100.0|100.0||||
2024-12-13|AirTel (Chennai)--India(404)|India (404)|274|56|35333.03215885162|6047|588071.0449999998|73.40236686390533|100.0||||
2024-12-13|Vodafone(IRELAND)--Ireland|Ireland|140|7|2705.1153650283813|6687|36857.81799999999|59.09732016925246|100.0||||
2024-12-13|Azercel--Azerbaijan|Azerbaijan|59|15|24315.24547767639|23363|283435.00099999993|2.945215209053459|100.0||||
2024-12-13|Airtel (Kerala)--India(404)|India (404)|254|18|27538.627365112305|5052|369077.20100000006|83.66477272727273|100.0||||
2024-12-13|Tunisiana (Orascom)--Tunisia|Tunisia|61|1|292.00236225128174|750|2251.402|14.497041420118345|100.0||||
2024-12-13|NTT Docomo--Japan|Japan(440)|1|0||1||100.0|||||
2024-12-13|NetCom TeliaSonera--Norway|Norway|397|40|61681.82858657837|8893|785951.5|57.4037089871612|100.0||||
2024-12-13|Smart--Philippines|Philippines|1|0||2|||||||
2024-12-13|Vodafone (AirTel)--Spain|Spain|2072|203|473158.32876586914|65081|7227444.630999998|78.6712441371307|100.0||||
2024-12-13|Entel PCS--Chile|Chile|53|5|8590.441113471985|4280|129052.12699999996|81.01430429128739|100.0||||
2024-12-13|P&T Luxemb--Luxembourg|Luxembourg|17|3|3682.014899253845|462|37031.011|87.83783783783784|100.0||||
2024-12-13|China Mobile - Peoples--Hongkong|Hongkong|3|3|361.7575988769531|258|7463.825000000001|50.0|100.0||||
2024-12-13|Optus--Australia|Australia|9253|1678|2699951.144259453|482248|34276382.003|88.83029179271982|97.4910394265233||||
2024-12-13|Telefonica Moviles|Uruguay|250|6|21160.04378604889|11209|273930.764|82.89872650090965|100.0||||
2024-12-13|Airtel (Himachal Pradesh)--India(404)|India (404)|15|0||94||42.85714285714285|100.0||||
2024-12-13|Nova ehf.|Iceland|24|13|18778.648063659668|14300|423132.398|3.9660706098120126|100.0||||
2024-12-13|Rogers Wireless--Canada|Canada|1141|183|483874.7282724381|165399|5245577.562999997|94.93480639675153|99.16550764951322||||
2024-12-13|DTAC TriNet Company Ltd.|Thailand|2951|1032|3520111.6247501373|1509716|43773311.94599994|89.16263139246486|100.0||||
2024-12-13|Bharti Airtel Ltd. West Bengal|India(405)|126|22|97799.66365337372|14601|2036929.5740000007|93.20838745592874|100.0||||
2024-12-13|OPT New Caledonia|New Caledonia|13|0||514||0.0|||||
2024-12-13|Airtel (Zain,Celtel,Kencell)--Kenya|Kenya|78|4|4053.9257345199594|4469|49310.9|77.61413843888072|100.0||||
2024-12-13|China Unicom--China|China|18205|4230|14961920.751999857|3121287|198118357.6869999|90.52008865211565|99.94641646436148||||
2024-12-13|Telia Mobile (Orange)--Denmark|Denmark|163|35|35819.47676753998|4884|453760.141|80.5|100.0||||
2024-12-13|T-Mobile(USA)--United States of America(310)|United States of America(310)|7608|846|1246751.6562185287|318620|22426215.395999957|96.64587354179154|99.9481125956674||||
2024-12-13|Zong CMPak (ex Paktel)--Pakistan|Pakistan|36|2|143.64419555664062|131|2708.476||100.0||||
2024-12-13|Telikom PNG|Papua New Guinea|1|1|1379.19082736969|17|12253.368999999995||||||
2024-12-13|Etisalat(UAE)--United Arab Emirates|United Arab Emirates|8428|1576|5915587.233032227|1332511|75910046.11999993|81.53685529338065|99.9200831135619||||
2024-12-13|KaR-Tel(K-Mobile)--Kazakhstan (Republic of)|Kazakhstan (Republic of)|131|16|5337.504459381104|21937|183212.1910000001|69.28635953026196|100.0||||
2024-12-13|Zain KSA|Saudi Arabia|21|20|17860.78376674652|2000|260088.29300000003||||||
2024-12-13|Telekom Deutschland (T-Mobile)--Germany|Germany|3104|409|1286890.419760704|3042200|18118072.66099997|97.21327116834568|99.10669975186104||||
2024-12-13|Vodafone(HUNGARY)--Hungary|Hungary|235|31|53841.5933008194|5619|637323.7300000001|78.37972166998011|100.0||||
2024-12-13|H3G(IRELAND)--Ireland|Ireland|125|11|1819.1275424957275|4491|34549.45000000002|87.18568665377177|100.0||||
2024-12-13|Hutch 3G--United Kingdom|United Kingdom(234)|1618|358|524648.2296152115|104229|7041874.851000004|93.36949969861362|100.0||||
2024-12-13|Vodafone (TelSim)--Turkey|Turkey|934|434|1024443.957570076|102083|13603766.101000004|92.52348728730044|99.93898718730934||||
2024-12-13|CTM--Macao|Macau (China)|1363|320|902563.2267551422|270525|8163882.546999999|80.12628644060847|100.0||||
2024-12-13|Unitel(MONGOLIA)--Mongolia|Mongolia|74|13|14413.491230010986|4006|259559.15099999995|86.45204560697518|100.0||||
2024-12-13|Unitel/Beeline--Uzbekistan|Uzbekistan|142|20|20375.13442802429|15307|489148.2890000001|52.505147563486624|100.0||||
2024-12-13|H3G(DENMARK)--Denmark|Denmark|13|4|2151.552646636963|102|27016.059||100.0||||
2024-12-13|Telefonica Brasil S.A. -- Vivo (10)|Brazil|293|25|49685.95239639282|36431|960567.287|92.16001223802968|100.0||||
2024-12-13|ATM Mobilis (AMN)--Algeria|Algeria|161|17|230058.8536863327|84189|5715144.916999975|95.33667223149696|100.0||||
2024-12-13|Chunghwa Telecom--Taiwan|Taiwan (China)|19736|733|2272736.973594665|311757|22812026.30799998|66.24084837573304|100.0||||
2024-12-13|CSL (C&W)--Hongkong|Hongkong|13683|2469|9202469.65746212|4590987|95944878.75700007|70.58970445400305|99.97499374843711||||
2024-12-13|Q-Tel--Qatar|Qatar|5954|1649|4931552.977089882|1692998|61058601.03599997|98.75898551652055|100.0||||
2024-12-13|Mobily--Saudi Arabia|Saudi Arabia|34038|17211|101527929.12149715|42762056|1727617115.3630002|87.7051595365266|99.8591725605558||||
2024-12-13|Korek--Iraq|Iraq|367|16|27725.77717781067|62741|496265.4319999999|54.53740593182824|100.0||||
2024-12-13|TMN--Portugal|Portugal|225|15|21961.450328826904|5922|347189.8280000001|90.702947845805|100.0||||
2024-12-13|Mobinil - Arento--Egypt|Egypt|1059|116|270422.6194868088|82959|4530016.0380000025|67.31682372708013|99.74476773864215||||
2024-12-13|Airtel (Uttar Pradesh W)--India(404)|India (404)|198|27|27957.124431610107|445931|600032.3300000005|92.79251901503838|100.0||||
2024-12-13|Vodafone(GERMANY)--Germany|Germany|2575|368|1254848.2793941498|201107|18207437.96499997|91.21276312086154|99.37472085752567||||
2024-12-13|Base (KPN,Orange)--Belgium|Belgium|3|0||5|||||||
2024-12-13|Vodafone(NETHERLANDS)--Netherlands|Netherlands|1238|138|203716.99740982056|29032|2682948.1099999994|77.75221820571804|95.5179282868526||||
2024-12-13|Belgacom Mobile--Belgium|Belgium|534|82|167470.7099313736|138123|3189325.862999988|84.5823704192803|100.0||||
2024-12-13|Bharti Airtel Ltd. Orissa|India(405)|48|6|7230.262553215027|22937|279401.42199999985|98.2730047972089|100.0||||
2024-12-13|Cosmote--Greece|Greece|456|54|77241.45310592651|9363|1195521.204|83.01991150442478|100.0||||
2024-12-13|TeleDanmark TDC--Denmark|Denmark|219|30|24236.78831577301|3547|282709.26300000004|78.44282238442823|100.0||||
2024-12-13|Vodafone(MALTA)--Malta|Malta|181|4|4149.324817657471|6768|47352.65499999998|80.76760860396458|100.0||||
2024-12-13|Airtel (Rajasthan),Hexacom--India(404)|India (404)|190|28|103968.60805892944|662432|1237488.4980000004|96.08801878511514|100.0||||
2024-12-13|Turkcel--Turkey|Turkey|3027|1120|4306754.144595146|968766|58207706.77699999|74.33647816756488|99.97437211686314||||
2024-12-13|Viva (KTC)--Kuwait|Kuwait|1|0||2|||||||
2024-12-13|Docomo Pacific--United States of America(310)|United States of America(310)|7|0||25||0.0|||||
2024-12-13|Packet One Networks(|Malaysia|12|12|13328.369868278503|473|189169.557||||||
2024-12-13|Bharti Airtel Ltd. North East|India (404)|22|2|7906.326181411743|6463|185767.1410000001|85.38461538461539|100.0||||
2024-12-13|MTS (MTC,UMC)--Ukraine|Ukraine|4|0||12|||100.0||||
2024-12-13|Telstra--Australia|Australia|7108|1094|1662490.6031150818|161877|19917172.270999998|81.55974143323834|99.626544096524||||
2024-12-13|China Mobile--China|China|24715|5068|26105522.436811447|18442703|338043407.90000004|93.83623039150535|99.84467966207554||||
2024-12-13|T-Mobile(HUNGARY)--Hungary|Hungary|288|37|34232.79051017761|9149|319959.456|86.25286398666945|100.0||||
2024-12-13|T-Mobile(AUSTRIA)--Austria|Austria|544|118|261602.45564746857|26340|4380500.173000003|84.6278975193168|100.0||||
2024-12-13|T-Mobile (Radio)--Czech Republic|Czech Republic|128|19|20082.62530040741|3378|311186.343|82.54950495049505|100.0||||
2024-12-13|Pelephone Communications Ltd.|Israel|306|44|226941.0513677597|60296|4496675.390999996|92.44260204081633|100.0||||
2024-12-13|Sasktel(CANADA)--Canada|Canada|1|0||1|||||||
2024-12-13|Airtel (Delhi)--India(404)|India (404)|761|149|230205.06322956085|31592|2928787.8629999985|80.54941217553252|100.0||||
2024-12-13|Globul--Bulgaria|Bulgaria|117|11|50688.52894592285|3426|533010.458|66.58312447786132|100.0||||
2024-12-13|Telefonica O2 (Eurotel)--Czech Republic|Czech Republic|3|0||14||66.66666666666666|||||
2024-12-13|Airtel (Maharashtra & Goa)--India(404)|India (404)|489|64|100707.29840946198|16919|2153725.258|85.52312838851078|100.0||||
2024-12-13|Bouygues--France||1622|349|639320.612818718|81023|10678977.417|92.11956521739133|100.0||||
2024-12-13|Wind--Italy|Italy|675|148|785090.9257574081|160564|9742976.004999992|94.39702125131213|100.0||||
2024-12-13|Telenor Mobile--Norway|Norway|287|56|105630.2284488678|1718481|1384140.8130000003|88.04385703591251|100.0||||
2024-12-13|Du--United Arab Emirates|United Arab Emirates|3855|1066|3157059.6397514343|717268|43994242.233|85.23409907326351|100.0||||
2024-12-13|MegaFon--Russia|Russia|1|0||1|||||||
2024-12-13|Vodafone(EGYPT)--Egypt|Egypt|3484|190|374225.2885780335|100180|7556477.137000009|82.23262421681481|99.92625368731564||||
2024-12-13|Mobistar S.A.--Belgium|Belgium|225|28|41428.889640808105|3813|741832.0989999999|85.2549889135255|100.0||||
2024-12-13|Vodafone(ALBANIA)--Albania|Albania|31|5|3928.4138984680176|1028|41169.953|75.21008403361344|100.0||||
2024-12-13|Itissalat Al Maghrib (Mobile GSM)--Morocco|Morocco|330|41|217900.0771226883|34932|2519255.763000001|81.62887552059232|100.0||||
2024-12-13|Ethio (ETC)--Ethiopia|Ethiopia|1|0||2||100.0|||||
2024-12-13|Airtel (Haryana)--India(404)|India (404)|141|29|171493.38593292236|108468|3010067.237999998|94.36426116838489|100.0||||
2024-12-13|Telkomcel|East Timor|10443|4293|10507793.615289688|903382|144275159.73599994|88.32561833889984|99.98219056099732||||
2024-12-13|Africell--Gambia|Gambia|6|0||1386||0.2911208151382824|||||
2024-12-13|T-mobile (ex Ben)--Netherlands|Netherlands|2133|244|279402.94135284424|47465|4017317.991999998|75.37876868507726|94.48134900357692||||
2024-12-13|H3G(HONG KONG)--Hongkong|Hongkong|2|0||4|||||||
2024-12-13|Viva--Bahrain|Bahrain|316|63|222396.5181684494|187451|3552415.9140000003|1.804072137872383|100.0||||
2024-12-13|Bakcell--Azerbaijan|Azerbaijan|40|6|4363.723155021668|5099|99882.28900000002|33.74880153403643|100.0||||
2024-12-13|AVEA (IS-TIM Aria)--Turkey|Turkey|2703|1077|4619240.39448452|1181500|74127144.4689999|39.25537021682282|99.98407009159698||||
2024-12-13|Verizon Wireless(|United States of America(311)|5977|851|1224610.8082914352|668636|18868287.388999924|89.61940831865479|99.9610642439974||||
2024-12-13|Vietnamobile Telecommunications JSC|Vietnam|8|0||9|||||||
2024-12-13|HT Mobile (Eronet)--Bosnia and Herzegovina|Bosnia and Herzegovina|23|0||11929||1.445501885437242|100.0||||
2024-12-13|Belorussian Cloud Technologies -- beCloud|Belarus|2|2|270.5778760910034|34|3265.371||||||
2024-12-13|Viettel (Cambodia) Pte. Ltd|CAMBODIA|170225|1458|1414677.6507720947|4065846|22608543.97100002|69.08556657233686|99.89983927697934||||
2024-12-13|SK Telecom--South Korea|South Korea|11178|2197|17896450.602560043|36094884|213453320.69899985|96.12795403119044|99.98966247997106||||
2024-12-13|Tele2(LITHUANIA)--Lithuania|Lithuania|34|11|6680.516119003296|2020|181857.716|91.6|100.0||||
2024-12-13|Viettel--Vietnam|Vietnam|1932|458|2142240.214827537|2204828|24626843.64100001|85.60121015971293|100.0||||
2024-12-13|Swisscom--Switzerland|Switzerland|765|252|600035.3066596985|568286|8512587.200000003|2.6873918948724795|99.88651635060477||||
2024-12-13|Umniah--Jordan|Jordan|368|37|125481.05187416077|127972|1673475.211999999|28.3565952427757|100.0||||
2024-12-13|Vodafone (Panafon)--Greece|Greece|616|69|437240.5000095368|59412|5432561.016999993|82.646281917874|100.0||||
2024-12-13|Telefonica Moviles S.A.|Peru|50|0||4901||71.6944552151997|100.0||||
2024-12-13|Optimus (Sonecom)--Portugal|Portugal|223|16|21470.15624523163|3943|253817.34300000005|76.36674259681094|100.0||||
2024-12-13|Vodafone(NEW ZEALAND)--New Zealand|New Zealand|947|183|518161.8767032623|244757|6251743.819999997|96.82147293922776|100.0||||
2024-12-13|Croatian Telecom (ex T- Mobile)--Croatia|Croatia|151|10|7095.802537918091|3251|85852.74399999999|67.70186335403726|100.0||||
2024-12-13|Ncell (SNPL) Spice--Nepal|Nepal|86|22|40318.44365310669|51484|864142.7899999999|84.90115001938236|100.0||||
2024-12-13|Siminn (Landssimins)--Iceland|Iceland|42|15|58899.76933288574|25874|1020422.8880000012|9.389407399077928|100.0||||
2024-12-13|Claro(PUERTO RICO)--Puerto Rico|Puerto Rico|135|4|2169.6580600738525|1591|10900.566|86.68555240793201|100.0||||
2024-12-13|Tele2 - Comviq--Sweden|Sweden|11|7|5326.120128631592|599|70848.03099999999|99.4535519125683|100.0||||
2024-12-13|Lao Telecommunications|Laos|1247|70|191081.84465122223|109938|2755202.8259999994|85.47835195530726|100.0||||
2024-12-13|TelefÃ³nica MÃ³viles Argentina S.A. -- Movistar|Argentina|95|6|15742.671465873718|12029|386493.8389999998|83.47826086956522|100.0||||
2024-12-13|Grameenphone--Bangladesh|Bangladesh|438|68|369398.6909189224|58529|4319955.346999998|84.50246661051618|100.0||||
2024-12-13|Airtel (Andhra Pradesh)--India(404)|India (404)|327|35|121272.98918437958|7851|1725328.0770000005|74.63099630996311|100.0||||
2024-12-13|Vodafone Czech Republic-Oskar--Czech Republic|Czech Republic|144|16|47353.378514289856|3965|590922.434|75.62417871222075|100.0||||
2024-12-13|Bell Mobility--Canada|Canada|281|46|145235.75981616974|25260|1857918.9940000004|69.7035924054091|99.84387197501952||||
2024-12-13|Tango--Luxembourg|Luxembourg|15|0||62||60.60606060606061|100.0||||
2024-12-13|Bharti Airtel Ltd. UP East|India(405)|111|7|16731.10249900818|409874|273219.322|96.3303088338409|100.0||||
2024-12-13|Bemobile Limited|Papua New Guinea|377|26|223102.5962047577|43381|2390741.937000001|93.65518557389562|100.0||||
2024-12-13|Hutchison--Indonesia|Indonesia|1|1|948.1814012527466|24|5512.2570000000005||||||
2024-12-13|TelefÃ³nica -- Movistar|Mexico|1282|21|19438.83048915863|38551|348135.4290000001|90.42872350720992|100.0||||
2024-12-13|Telefonica Brasil S.A. -- Vivo (11)|Brazil|336|28|74641.21491241455|31057|1169537.8380000002|71.86230489630104|100.0||||
2024-12-13|Vietnam Mobile Telecom Services Company|Vietnam|3321|1643|10295823.06842041|2077620|104850548.059|94.90501667054356|100.0||||
2024-12-13|Airtel (Karnataka)--India(404)|India (404)|577|60|76766.28398895264|10546|805162.523|64.52294106354387|100.0||||
2024-12-13|Tcell (Indigo South)--Tajikstan|Tajikstan|1|0||555||0.0|||||
2024-12-13|KPN (iBasis)--Netherlands|Netherlands|1899|223|324822.031001091|46009|4189653.939000001|81.86888090221836|100.0||||
2024-12-13|Vodacom(SOUTH AFRICA)--South Africa|South Africa|604|58|253046.21707725525|43239|4257907.400999999|93.4451674526894|100.0||||
2024-12-13|VIP--SERBIA|SERBIA|7|0||30||0.0|100.0||||
2024-12-13|Orange (Iteneris)--France||1478|351|592735.4792013168|99499|9925460.979|89.72342815507453|100.0||||
2024-12-13|Airtel (Punjab)--India(404)|India (404)|144|13|8646.225399971008|3909|104732.93600000002|79.62747380675204|100.0||||
2024-12-13|KT (KTF)--South Korea|South Korea|3081|602|1816716.7710523603|197348|22295871.533999994|79.88677414137058|100.0||||
2024-12-13|Vodafone Omnitel--Italy|Italy|1140|227|680425.6412334442|61349|7399170.597000006|87.52579490419036|100.0||||
2024-12-13|Dhiraagu--Maldives|Maldives|497|41|136153.6315755844|252695|2227025.1430000006|0.4415819104325463|99.85870500061432||||
2024-12-13|Airtel (Gujarat)--India(404)|India (404)|384|84|308903.0763139725|33264|5692489.917999991|94.37035216028517|100.0||||
2024-12-14|T-Mobile(HUNGARY)--Hungary|Hungary|282|28|52427.18735027313|43955|3802718.933999998|93.6458394676403|100.0||||
2024-12-14|NetCom TeliaSonera--Norway|Norway|395|57|64841.74100112915|42872|5048131.749999999|80.99776921516934|99.85842378480416||||
2024-12-14|Free Mobile--France||10|4|153.98670291900635|206|42203.147||100.0||||
2024-12-14|Taiwan Mobile (ex TCC)--Taiwan|Taiwan (China)|17603|1489|7194929.268491745|22645647|590192075.1780008|98.24916223769372|100.0||||
